pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y
1408.33283,507.149385,1406.904804,506.677585,1403.874247,506.60512,1479.290288,526.710561,1534.953007,532.266474,NaN,NaN,NaN,NaN,NaN,NaN
1405.727628,505.483913,1403.477582,505.645297,1400.921962,504.318513,1473.575467,527.422831,1528.416301,531.010521,NaN,NaN,NaN,NaN,NaN,NaN
1399.648826,504.779291,1398.479549,503.826503,1397.020728,503.556311,1468.353304,528.135101,1524.321881,529.933989,NaN,NaN,NaN,NaN,NaN,NaN
1397.8663,503.911006,1396.718337,503.826503,1392.5923,502.576337,1463.525265,528.847371,1521.376772,529.335916,NaN,NaN,NaN,NaN,NaN,NaN
1392.490488,502.459056,1392.719911,501.86024,1389.776933,501.367955,1459.091353,529.559641,1520.011965,528.079962,NaN,NaN,NaN,NaN,NaN,NaN
1388.85585,500.999952,1388.483484,500.729639,1386.824648,500.85982,1453.967721,528.847371,1516.85136,527.123045,NaN,NaN,NaN,NaN,NaN,NaN
1384.327762,499.52665,1384.151856,499.451568,1384.223825,499.988732,1447.563181,528.135101,1512.613276,525.986706,NaN,NaN,NaN,NaN,NaN,NaN
1383.893562,499.654763,1382.485845,499.451568,1381.27154,499.335416,1442.53808,526.710561,1508.734352,525.149404,NaN,NaN,NaN,NaN,NaN,NaN
1377.194473,498.053348,1376.726207,496.600486,1376.140187,497.157695,1438.104167,525.794786,1504.280772,523.773835,NaN,NaN,NaN,NaN,NaN,NaN
1376.512158,497.733065,1373.727388,496.797112,1372.063221,496.64956,1435.640883,523.149213,1500.186352,522.218845,NaN,NaN,NaN,NaN,NaN,NaN
1372.604357,497.028443,1371.728175,496.797112,1365.87748,495.923653,1432.192284,519.384358,1496.666587,521.800194,NaN,NaN,NaN,NaN,NaN,NaN
1368.209288,496.398531,1368.443753,496.10892,1364.19046,495.125156,1432.487878,515.619503,1494.15247,520.54424,NaN,NaN,NaN,NaN,NaN,NaN
1365.011369,495.7722,1365.730536,496.354703,1361.09759,494.762202,1431.89669,509.717839,1491.063697,520.005974,NaN,NaN,NaN,NaN,NaN,NaN
1363.191864,495.08893,1363.493321,495.764824,1359.1294,494.399249,1430.123125,502.289883,1487.112941,518.809828,NaN,NaN,NaN,NaN,NaN,NaN
1357.84155,495.811367,1357.16248,495.322415,1354.841557,494.762202,1426.97012,495.268938,1484.024168,517.613682,NaN,NaN,1488.469103,540.585286,1388.137739,505.940214
1352.771059,495.202808,1352.926052,495.076632,1351.748686,494.108886,1424.900961,490.588308,1484.598823,517.374452,NaN,NaN,NaN,NaN,NaN,NaN
1347.919044,495.08893,1347.909514,495.376384,1347.039088,495.125156,1419.777329,483.974375,1478.636773,517.494067,NaN,NaN,NaN,NaN,NaN,NaN
1344.16976,495.886079,1343.932244,495.900721,1342.540368,495.415518,1415.186089,481.242424,1474.111361,516.656765,NaN,NaN,NaN,NaN,NaN,NaN
1340.105334,496.378334,1340.378087,496.99309,1338.533695,496.286607,1409.230414,477.262757,1468.292975,516.656765,NaN,NaN,NaN,NaN,NaN,NaN
1336.787985,497.77088,1335.723835,497.7359,1334.553842,498.159099,1403.887823,476.991417,1462.977412,517.075416,NaN,NaN,NaN,NaN,NaN,NaN
1329.72254,498.338381,1329.715618,498.347626,1327.618315,497.513848,1397.669398,476.810523,1458.236504,516.955801,NaN,NaN,NaN,NaN,NaN,NaN
1325.247758,499.635527,1323.66509,499.221521,1324.744132,499.4496,1391.275806,477.805439,1452.777278,517.075416,NaN,NaN,NaN,NaN,NaN,NaN
1319.830917,500.851602,1320.110933,500.881921,1320.807752,501.127251,1385.32013,479.162144,1447.389883,516.53715,NaN,NaN,NaN,NaN,NaN,NaN
1313.157997,501.013745,1313.933471,501.0567,1312.934991,500.804626,1380.24029,479.162144,1443.439127,516.776379,NaN,NaN,NaN,NaN,NaN,NaN
1308.76172,502.148748,1308.602236,502.192763,1308.248824,501.772502,1375.598367,479.704825,1439.416539,516.656765,NaN,NaN,NaN,NaN,NaN,NaN
1304.993482,502.554106,1304.624965,502.891879,1303.93755,502.159652,1372.445362,481.06153,1435.178455,516.53715,NaN,NaN,NaN,NaN,NaN,NaN
1300.5187,502.716249,1300.563072,503.416216,1299.063936,503.127528,1367.715856,482.508681,1431.874186,517.075416,NaN,NaN,NaN,NaN,NaN,NaN
1295.886327,503.02283,1297.008916,504.333805,1294.815144,504.418029,1365.088352,483.503597,1427.851598,516.776379,NaN,NaN,NaN,NaN,NaN,NaN
1291.352666,503.266045,1291.695586,503.310966,1290.628835,504.418029,1361.409847,484.860302,1421.817716,516.776379,NaN,NaN,NaN,NaN,NaN,NaN
1287.113399,504.421315,1287.295202,503.660524,1285.067917,504.159929,1356.68034,486.488347,1416.717648,516.53715,NaN,NaN,NaN,NaN,NaN,NaN
1282.697496,504.846941,1281.766514,503.039088,1278.694729,504.611604,1352.651501,488.206839,1412.551396,516.53715,NaN,NaN,NaN,NaN,NaN,NaN
1276.515231,503.995689,1276.237826,504.476159,1272.446506,504.418029,1348.009578,489.201756,1409.31896,516.656765,NaN,NaN,NaN,NaN,NaN,NaN
1272.511479,505.272567,1272.928136,505.485993,1266.573177,505.514955,1343.455238,489.834884,1404.290724,516.53715,NaN,NaN,NaN,NaN,NaN,NaN
1266.623608,503.570063,1266.195924,505.097595,1262.761761,504.869705,1338.971648,491.200876,1399.477985,516.656765,NaN,NaN,NaN,NaN,NaN,NaN
1261.383403,504.542923,1261.231388,504.942236,1258.075593,505.19233,1334.709254,492.467133,1395.096237,516.656765,NaN,NaN,NaN,NaN,NaN,NaN
1255.554411,502.718811,1257.282325,504.748038,1253.139497,505.32138,1329.80458,493.130411,1390.35533,516.776379,NaN,NaN,NaN,NaN,NaN,NaN
1250.255327,502.718811,1252.994771,504.476159,1248.328366,504.288979,1324.316017,494.818754,1385.9969,516.656408,NaN,NaN,NaN,NaN,NaN,NaN
1245.309516,502.293185,1250.023572,504.748038,1244.247974,504.30801,1319.995233,495.662926,1380.945608,516.656408,NaN,NaN,NaN,NaN,NaN,NaN
1241.188006,502.718811,1243.705071,503.233287,1239.971412,503.677098,1314.273114,496.507097,1376.575388,516.656408,NaN,NaN,NaN,NaN,NaN,NaN
1236.654345,502.718811,1238.552484,502.844889,1234.195277,503.619742,1309.36844,497.471865,1371.864633,516.325622,NaN,NaN,NaN,NaN,NaN,NaN
1232.068955,502.123791,1233.437508,502.495331,1231.25167,502.702053,1304.989267,498.49693,1367.55117,516.325622,NaN,NaN,NaN,NaN,NaN,NaN
1227.123143,501.62216,1227.495109,501.873895,1225.975393,501.497585,1300.493317,499.461698,1363.464731,515.94758,NaN,NaN,NaN,NaN,NaN,NaN
1223.855375,501.62216,1224.627316,501.92232,1221.92099,501.899074,1295.880588,499.763188,1358.299926,515.900325,NaN,NaN,NaN,NaN,NaN,NaN
1217.628951,500.846913,1216.453383,501.456243,1216.589173,501.268163,1291.20947,500.727955,1353.702683,515.144243,NaN,NaN,NaN,NaN,NaN,NaN
1212.329867,500.755707,1209.081799,500.36873,1208.813607,500.579895,1286.304797,501.994213,1350.354073,514.813456,NaN,NaN,NaN,NaN,NaN,NaN
1208.664668,499.478829,1207.577394,500.36873,1206.369858,500.579895,1281.518019,503.956334,1345.075757,514.671691,NaN,NaN,NaN,NaN,NaN,NaN
1202.61488,498.749185,1203.816382,499.643721,1200.815882,498.572449,1277.158309,505.081896,1339.683928,514.246394,NaN,NaN,NaN,NaN,NaN,NaN
1197.757387,497.791526,1197.548028,497.727626,1196.261621,496.966492,1272.227685,505.671476,1335.540733,513.679332,1338.647619,498.837053,NaN,NaN,1227.571354,507.929868
1192.414144,497.335498,1192.834226,497.468694,1192.396829,497.147112,1267.348962,506.207458,1331.567806,513.348546,NaN,NaN,NaN,NaN,NaN,NaN
1188.48399,496.05862,1188.82248,496.847258,1188.842284,496.637285,1262.989252,506.421851,1327.59488,513.01776,NaN,NaN,NaN,NaN,NaN,NaN
1182.610839,495.009756,1184.409559,495.759744,1184.15226,495.82156,1258.16243,508.565779,1323.621953,512.356188,NaN,NaN,NaN,NaN,NaN,NaN
1179.82882,495.420181,1180.197225,495.190094,1180.548347,494.750922,1254.062227,509.530547,1318.684173,511.694616,NaN,NaN,NaN,NaN,NaN,NaN
1175.72203,494.91855,1178.291646,495.190094,1177.635595,494.241095,1248.820195,510.9241,1313.859905,510.844023,NaN,NaN,NaN,NaN,NaN,NaN
1169.451448,493.504864,1171.131151,494.08371,1170.674612,493.935198,1240.723591,511.031296,1307.389138,509.474505,NaN,NaN,NaN,NaN,NaN,NaN
1167.06686,494.052097,1167.48591,494.465608,1167.268173,493.884215,1236.72719,512.156858,1301.562179,508.466395,NaN,NaN,NaN,NaN,NaN,NaN
1160.045574,492.775219,1161.14636,493.319915,1161.04772,493.068491,1233.094099,512.049662,1299.821659,507.899333,NaN,NaN,NaN,NaN,NaN,NaN
1158.190894,492.866425,1159.191666,492.938017,1158.529918,492.711612,1228.993895,512.69284,1296.416293,506.702202,NaN,NaN,NaN,NaN,NaN,NaN
1154.790649,492.227986,1155.599254,492.447006,1155.123479,491.997853,1224.01137,512.800037,1291.725029,505.882231,NaN,NaN,NaN,NaN,NaN,NaN
1150.541663,492.187599,1150.844592,492.556119,1150.23598,491.284095,1218.613634,512.800037,1288.697464,505.253043,NaN,NaN,NaN,NaN,NaN,NaN
1146.514351,491.067873,1145.297486,491.028529,1145.299113,490.46837,1214.565332,512.049662,1283.551579,503.929899,NaN,NaN,NaN,NaN,NaN,NaN
1143.261523,491.334475,1142.761666,490.646631,1142.188886,490.927215,1208.752385,510.656109,1280.827286,502.732768,NaN,NaN,NaN,NaN,NaN,NaN
1138.924418,490.694631,1138.323981,490.646631,1138.288761,490.366405,1204.631096,508.027819,1277.648945,501.850672,NaN,NaN,NaN,NaN,NaN,NaN
1136.704234,491.334475,1134.520252,491.51954,1136.508519,490.787058,1201.955295,504.264034,1274.243579,500.968575,NaN,NaN,NaN,NaN,NaN,NaN
1129.475726,491.334475,1128.973146,490.646631,1131.198644,490.605786,1200.478991,501.738964,1270.989563,500.653541,NaN,NaN,NaN,NaN,NaN,NaN
1126.945748,491.601076,1125.275075,491.028529,1128.214581,490.923012,1195.588735,495.259537,1267.811222,499.960465,NaN,NaN,NaN,NaN,NaN,NaN
1119.149286,492.454201,1121.735493,491.028529,1122.68529,491.104284,1192.036379,489.732968,1263.876133,499.204383,NaN,NaN,NaN,NaN,NaN,NaN
1116.825837,492.934083,1116.188387,492.174222,1117.155998,491.6481,1187.884274,484.015827,1259.310191,498.580752,NaN,NaN,NaN,NaN,NaN,NaN
1114.55402,494.427051,1113.388419,493.592699,1116.453866,494.185908,1184.193514,478.012829,1255.229358,498.46874,NaN,NaN,1251.790511,513.28198,1144.553699,500.669574
1112.127307,495.546778,1112.01485,494.95662,1112.548255,494.36718,1178.703509,476.250044,1250.251639,498.46874,NaN,NaN,NaN,NaN,NaN,NaN
1105.208593,496.666504,1104.565879,495.884085,1105.395283,495.545449,1174.043925,474.916044,1247.067692,498.207378,NaN,NaN,NaN,NaN,NaN,NaN
1100.303534,498.052831,1100.110068,497.30351,1101.489672,497.222215,1168.7706,473.776667,1241.686373,498.730102,NaN,NaN,NaN,NaN,NaN,NaN
1094.778888,499.439159,1095.461064,499.000833,1095.697081,498.944299,1162.127233,472.379144,1236.574121,499.700874,NaN,NaN,NaN,NaN,NaN,NaN
1088.737921,500.558885,1089.309353,500.019227,1089.50954,499.895977,1154.82773,472.675588,1231.775778,500.48496,NaN,NaN,NaN,NaN,NaN,NaN
1084.306342,502.99557,1084.331633,502.39548,1084.594614,502.297832,1148.594447,473.988413,1226.842903,501.082359,NaN,NaN,NaN,NaN,NaN,NaN
1079.07428,504.559632,1079.400872,503.850328,1080.294054,504.15587,1143.427384,475.047143,1221.41674,501.829107,NaN,NaN,NaN,NaN,NaN,NaN
1074.025798,506.218486,1074.188353,506.178086,1073.94909,506.067491,1137.604185,476.825809,1214.465871,502.575855,NaN,NaN,NaN,NaN,NaN,NaN
1066.912028,507.972131,1067.097449,507.729925,1067.746922,507.316254,1132.437122,478.011587,1209.129396,503.135916,NaN,NaN,NaN,NaN,NaN,NaN
1062.689662,509.536192,1063.904195,508.942298,1063.885194,508.806713,1128.131236,478.604475,1204.734653,503.80799,NaN,NaN,NaN,NaN,NaN,NaN
1058.100133,511.526816,1058.644716,510.979086,1058.580195,510.498585,1124.030392,479.790253,1200.295065,504.405388,NaN,NaN,NaN,NaN,NaN,NaN
1052.730385,513.517441,1052.789795,512.995174,1053.002144,512.472436,1120.175598,481.780665,1194.43255,505.360296,NaN,NaN,NaN,NaN,NaN,NaN
1047.911379,514.939315,1048.031219,514.805652,1048.750343,514.808831,1115.008535,484.236918,1189.330263,505.596305,NaN,NaN,NaN,NaN,NaN,NaN
1041.623725,515.745044,1040.559421,515.236718,1043.016263,515.977029,1110.210547,486.904917,1184.653166,506.146994,NaN,NaN,NaN,NaN,NaN,NaN
1033.500259,518.920563,1035.550394,517.952435,1035.838911,518.112011,1105.453568,489.784662,1180.165043,506.697682,NaN,NaN,NaN,NaN,NaN,NaN
1029.369683,520.484625,1030.040464,520.06466,1030.84597,519.803883,1100.327897,492.442668,1175.53519,507.24837,NaN,NaN,NaN,NaN,NaN,NaN
1024.418928,521.815043,1024.780986,520.754366,1025.618986,521.052646,1095.151721,494.626004,1170.291173,508.349747,NaN,NaN,NaN,NaN,NaN,NaN
1020.420939,521.983561,1019.771959,521.745818,1019.40694,521.864312,1089.939093,495.943534,1165.897536,509.17578,NaN,NaN,NaN,NaN,NaN,NaN
1016.300562,523.373838,1016.641317,522.952804,1015.592888,523.189164,1084.799368,497.524571,1160.275572,510.198487,NaN,NaN,NaN,NaN,NaN,NaN
1008.42697,524.890504,1008.960809,524.461535,1008.935634,524.693051,1079.732547,499.369114,1156.448856,510.94585,NaN,NaN,NaN,NaN,NaN,NaN
1006.020017,526.238652,1006.164102,525.668521,1006.231124,525.444994,1074.483467,501.477162,1151.488299,511.575208,NaN,NaN,NaN,NaN,NaN,NaN
1000.227012,527.123374,1000.487205,526.57376,1000.302007,526.805654,1068.5418,502.719405,1146.008065,512.440576,NaN,NaN,NaN,NaN,NaN,NaN
993.006153,527.797448,992.973665,527.694532,992.431191,527.879858,1064.094662,504.714523,1141.189238,513.227273,NaN,NaN,NaN,NaN,NaN,NaN
988.273839,528.892817,988.632508,528.987731,988.443774,529.061483,1057.970735,506.483778,1136.370412,513.974636,NaN,NaN,NaN,NaN,NaN,NaN
982.52163,529.566891,981.82858,529.677437,982.653349,529.383745,1052.284231,506.935503,1131.268124,515.076013,NaN,NaN,NaN,NaN,NaN,NaN
977.421117,530.86893,977.674187,530.675435,978.041814,530.708597,1047.691286,508.403608,1125.882377,516.02005,NaN,NaN,NaN,NaN,NaN,NaN
972.997038,531.65535,973.963797,532.208115,974.089069,531.46054,1042.15059,510.210507,1120.227917,516.520955,NaN,NaN,NaN,NaN,NaN,NaN
967.521334,533.040946,968.027172,533.280991,969.512207,532.964427,1036.556971,511.481353,1115.524574,517.266861,NaN,NaN,NaN,NaN,NaN,NaN
961.429159,533.827365,961.496885,533.996242,961.537372,533.465722,1031.469899,512.585569,1109.085473,517.173623,NaN,NaN,NaN,NaN,NaN,NaN
956.860028,534.613784,957.341248,534.864761,957.456573,534.967804,1025.410775,514.292085,1103.990185,518.525578,NaN,NaN,NaN,NaN,NaN,NaN
952.435949,535.400204,952.196174,535.426743,953.049225,535.349743,1019.448857,515.463223,1099.23085,519.691056,NaN,NaN,NaN,NaN,NaN,NaN
948.809655,535.924483,947.793177,536.499619,948.672696,535.858996,1014.296982,516.400133,1094.07957,520.436962,NaN,NaN,NaN,NaN,NaN,NaN
942.717481,537.497322,943.043877,536.755066,943.217447,537.004814,1008.561875,518.106649,1089.040274,521.182868,NaN,NaN,NaN,NaN,NaN,NaN
936.081362,537.946705,936.365175,537.572495,937.022502,537.577723,1003.247992,519.37817,1084.280939,522.441584,NaN,NaN,NaN,NaN,NaN,NaN
932.056175,539.070161,933.446334,538.645371,933.139104,538.532572,997.966509,520.917381,1078.737713,523.280729,NaN,NaN,NaN,NaN,NaN,NaN
925.021734,538.748971,925.13506,538.287746,926.235284,538.5644,992.55542,522.556974,1074.426316,524.399588,NaN,NaN,NaN,NaN,NaN,NaN
920.283376,538.882121,918.901604,539.105175,919.177362,538.5644,986.528064,523.415945,1070.282894,525.425209,NaN,NaN,NaN,NaN,NaN,NaN
915.545018,539.281572,915.042798,539.718247,915.212387,539.438523,980.623748,524.813875,1065.579551,526.310972,NaN,NaN,NaN,NaN,NaN,NaN
910.516556,539.281572,910.294058,539.342435,910.144107,539.297064,975.900296,526.687696,1060.260295,527.523069,NaN,NaN,NaN,NaN,NaN,NaN
905.939367,539.581161,906.600158,539.978213,905.870314,539.55169,970.341599,527.936911,1055.948897,528.315594,NaN,NaN,NaN,NaN,NaN,NaN
900.008361,539.44801,900.839434,540.296103,900.69245,540.343861,964.408482,529.334841,1050.62964,529.481072,NaN,NaN,NaN,NaN,NaN,NaN
896.237015,540.2802,896.046159,540.296103,897.487105,540.343861,960.05945,530.435339,1045.341968,530.096696,NaN,NaN,NaN,NaN,NaN,NaN
892.046631,540.679651,892.132384,540.75023,892.199657,541.079448,954.155135,532.576848,1038.224126,531.340896,NaN,NaN,NaN,NaN,NaN,NaN
888.404219,540.679651,889.09811,540.841055,888.994312,540.937989,949.316476,534.182981,1032.246711,532.617838,NaN,NaN,NaN,NaN,NaN,NaN
883.762563,540.2802,883.29341,540.613992,884.145201,540.683363,943.844184,535.551167,1027.685,533.534617,NaN,NaN,NaN,NaN,NaN,NaN
876.398578,539.614508,876.829086,540.296103,877.378363,539.749733,938.280768,537.073899,1022.100837,534.222201,NaN,NaN,NaN,NaN,NaN,NaN
872.444574,540.147109,872.475561,540.296103,873.022382,539.891192,930.412067,538.806118,1016.634648,535.008012,NaN,NaN,NaN,NaN,NaN,NaN
867.845896,539.614508,867.594336,539.796562,867.597952,539.438523,927.544714,541.414706,1012.190913,535.597369,998.214654,524.717653,NaN,NaN,894.425495,545.495029
862.215738,538.904372,860.954112,538.842895,860.654735,538.792171,921.571061,543.388773,1008.799032,535.676022,NaN,NaN,NaN,NaN,NaN,NaN
857.230255,538.682455,857.963812,539.342435,857.074977,538.666429,916.553193,545.292337,1002.949515,536.023017,NaN,NaN,NaN,NaN,NaN,NaN
852.502641,538.504921,853.346437,538.070878,852.277614,538.389798,912.580097,546.294976,999.477528,535.676022,NaN,NaN,NaN,NaN,NaN,NaN
848.161833,537.794786,848.465213,537.889227,847.75801,537.822538,907.179157,548.363046,995.686783,535.5208,NaN,NaN,NaN,NaN,NaN,NaN
841.887,537.572868,841.341263,537.117211,840.874484,537.822538,902.445749,549.45975,991.771751,535.676022,NaN,NaN,NaN,NaN,NaN,NaN
839.351281,535.708763,836.416064,535.754829,836.848271,535.72126,897.166178,550.74446,987.235286,535.5208,NaN,NaN,NaN,NaN,NaN,NaN
833.406087,535.792877,832.722164,535.527765,833.601325,534.245894,891.401129,552.593189,982.51239,535.055135,NaN,NaN,NaN,NaN,NaN,NaN
827.389125,533.840005,829.173695,533.625687,827.540359,533.307025,886.940802,554.034571,970.705152,535.882984,NaN,NaN,NaN,NaN,NaN,NaN
823.778948,534.55014,824.443939,533.625687,825.332436,534.245894,882.055682,556.008637,967.038693,535.624281,NaN,NaN,NaN,NaN,NaN,NaN
819.882248,533.840005,820.456873,533.222018,821.219637,533.307025,876.927823,557.544022,961.632221,535.313838,NaN,NaN,NaN,NaN,NaN,NaN
817.475463,533.603293,817.173407,532.777982,815.764768,532.994069,872.285441,557.982704,957.220042,535.055135,NaN,NaN,NaN,NaN,NaN,NaN
812.031545,533.011514,810.215585,531.728443,808.881242,531.965784,864.786955,556.770505,952.37286,534.589469,NaN,NaN,NaN,NaN,NaN,NaN
805.441538,531.768777,804.743141,531.082573,804.811737,531.429287,858.556657,556.436272,946.593528,534.434247,NaN,NaN,NaN,NaN,NaN,NaN
801.201012,531.768777,800.443364,531.244041,800.785524,531.429287,853.620966,556.575535,940.565622,534.227285,NaN,NaN,NaN,NaN,NaN,NaN
796.960486,530.82193,798.293475,531.244041,800.763919,531.251825,849.386521,555.600688,936.588446,533.865101,NaN,NaN,NaN,NaN,NaN,NaN
793.923353,530.82193,795.283631,530.880739,795.530323,530.774939,841.322195,553.261053,932.238411,533.709879,NaN,NaN,NaN,NaN,NaN,NaN
789.682827,530.52604,791.140209,530.678904,791.83602,531.053123,838.058706,550.782155,927.888376,533.347695,NaN,NaN,NaN,NaN,NaN,NaN
785.55691,531.354531,786.215009,530.396336,787.218141,531.053123,829.612647,543.824782,923.786914,532.623326,NaN,NaN,NaN,NaN,NaN,NaN
780.972558,531.354531,781.954321,531.526609,783.600802,531.251825,827.347084,540.44531,918.815445,532.261142,NaN,NaN,NaN,NaN,NaN,NaN
776.643046,531.657533,777.029121,532.091745,776.94336,531.450528,824.469279,535.290788,914.403266,532.157661,NaN,NaN,NaN,NaN,NaN,NaN
772.822753,532.393969,772.885699,532.091745,773.249057,532.086375,821.688271,527.731334,910.053231,532.261142,NaN,NaN,NaN,NaN,NaN,NaN
769.35902,533.288214,768.976811,533.222018,769.670201,532.920926,818.557077,520.279209,905.703196,532.261142,NaN,NaN,NaN,NaN,NaN,NaN
764.876542,534.129856,764.325233,534.473391,765.167769,534.391324,812.031473,514.220331,901.788164,532.416364,NaN,NaN,862.347012,553.541302,790.353944,540.264207
760.801562,534.971498,760.2209,534.917427,761.127125,534.748988,806.643359,510.201687,897.748846,533.502916,NaN,NaN,NaN,NaN,NaN,NaN
757.13408,536.812589,753.915917,536.28786,754.759992,536.404164,803.171019,508.903357,891.596653,534.796432,NaN,NaN,NaN,NaN,NaN,NaN
748.576623,538.285463,748.287117,537.79489,747.730554,538.25872,800.357227,507.728676,886.548973,536.366384,NaN,NaN,NaN,NaN,NaN,NaN
744.297894,539.653131,743.700688,539.481328,741.727311,539.742365,795.068894,507.882245,881.74322,537.470184,NaN,NaN,NaN,NaN,NaN,NaN
737.981675,541.599427,738.071888,541.23953,737.058123,541.596921,791.396994,508.157024,874.783164,538.711958,NaN,NaN,NaN,NaN,NaN,NaN
732.174829,542.704082,732.964274,542.31598,732.388934,542.444718,785.011082,509.585875,868.154538,539.907741,NaN,NaN,NaN,NaN,NaN,NaN
727.182978,544.282161,728.273608,543.679484,727.360577,543.557451,780.221648,511.839063,862.464968,541.333482,NaN,NaN,NaN,NaN,NaN,NaN
722.90425,544.913392,724.625312,544.791815,723.820203,545.306032,775.21935,513.652604,856.33349,542.621249,NaN,NaN,NaN,NaN,NaN,NaN
713.990231,546.28106,714.410083,546.083555,714.430516,546.153829,769.791324,516.07066,850.367727,543.909015,NaN,NaN,NaN,NaN,NaN,NaN
710.475561,547.596126,711.055393,547.184795,711.468239,547.612298,762.553957,518.378804,845.064827,544.828848,NaN,NaN,NaN,NaN,NaN,NaN
705.483711,548.700781,707.163877,548.173534,707.515487,548.491495,756.700204,520.851815,839.320019,545.932647,NaN,NaN,NaN,NaN,NaN,NaN
700.084363,549.805436,700.863328,549.194169,700.674185,549.464891,749.782132,521.84102,831.807577,546.760497,NaN,NaN,NaN,NaN,NaN,NaN
694.990638,550.121051,696.755617,550.151013,696.630215,550.469688,743.928379,522.610401,826.670392,547.726322,NaN,NaN,NaN,NaN,NaN,NaN
688.674419,551.541322,689.188781,551.203542,688.542276,551.505884,738.074626,524.149163,820.815107,548.692146,NaN,NaN,NaN,NaN,NaN,NaN
681.691195,551.858626,682.20876,551.363016,681.822597,551.631484,732.167657,526.347396,815.01506,549.887929,NaN,NaN,NaN,NaN,NaN,NaN
678.091629,553.331499,677.823084,552.351755,678.113091,553.107279,726.714914,528.47291,808.828343,550.853754,NaN,NaN,NaN,NaN,NaN,NaN
673.541235,553.331499,672.788822,553.212916,673.187354,553.766676,720.234395,530.524593,804.574975,551.819579,NaN,NaN,NaN,NaN,NaN,NaN
669.805837,553.331499,669.607716,553.488425,669.193912,554.109463,713.80118,532.087781,798.33302,552.831395,NaN,NaN,NaN,NaN,NaN,NaN
664.576279,553.331499,664.391575,553.34667,664.08574,553.648931,707.557176,533.113622,793.195835,553.659245,NaN,NaN,NaN,NaN,NaN,NaN
660.365467,553.822457,660.93245,553.743583,659.099191,553.816397,701.596991,534.62796,787.782458,554.303128,NaN,NaN,NaN,NaN,NaN,NaN
652.552996,553.646718,652.751344,552.893055,652.08559,553.230266,696.062534,536.484245,782.424319,555.084986,NaN,NaN,NaN,NaN,NaN,NaN
